Bin Id	Marker lineage	# genomes	# markers	# marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
GCA_003662815_1_ASM366281v1	k__Archaea (UID2)	207	149	107	22	114	13	0	0	0	83.49	8.88	0.00
GCA_003662865_1_ASM366286v1	k__Archaea (UID2)	207	149	107	48	89	11	1	0	0	69.41	9.81	0.00
GCA_003662875_1_ASM366287v1	k__Archaea (UID2)	207	149	107	64	81	4	0	0	0	50.78	2.41	50.00
GCA_003662885_1_ASM366288v1	k__Archaea (UID2)	207	149	107	45	102	2	0	0	0	64.64	1.87	0.00
GCA_003662935_1_ASM366293v1	k__Archaea (UID2)	207	149	107	19	120	10	0	0	0	86.45	7.94	0.00
GCA_003696825_1_ASM369682v1	k__Archaea (UID2)	207	149	107	14	125	8	2	0	0	89.18	8.48	0.00
GCA_004376455_1_ASM437645v1	k__Archaea (UID2)	207	149	107	22	113	14	0	0	0	83.64	8.70	0.00
GCA_004376735_1_ASM437673v1	k__Archaea (UID2)	207	149	107	40	95	14	0	0	0	68.54	8.96	14.29
GCA_004524365_1_ASM452436v1	k__Archaea (UID2)	207	149	107	52	96	1	0	0	0	56.54	0.31	0.00
GCA_004524385_1_ASM452438v1	k__Archaea (UID2)	207	149	107	51	98	0	0	0	0	62.23	0.00	0.00
GCA_004524425_1_ASM452442v1	k__Archaea (UID2)	207	149	107	40	105	4	0	0	0	71.89	1.56	0.00
GCA_004524435_1_ASM452443v1	k__Archaea (UID2)	207	149	107	20	128	1	0	0	0	86.14	0.93	0.00
GCA_004524445_1_ASM452444v1	k__Archaea (UID2)	207	149	107	12	136	1	0	0	0	90.19	0.93	0.00
GCA_004524515_1_ASM452451v1	k__Archaea (UID2)	207	149	107	35	112	2	0	0	0	73.21	1.40	0.00
GCA_004524535_1_ASM452453v1	k__Archaea (UID2)	207	149	107	21	128	0	0	0	0	86.09	0.00	0.00
GCA_004524545_1_ASM452454v1	k__Archaea (UID2)	207	149	107	23	124	2	0	0	0	82.55	1.87	0.00
GCA_004524565_1_ASM452456v1	k__Archaea (UID2)	207	149	107	12	136	1	0	0	0	90.19	0.47	0.00
GCA_004524595_1_ASM452459v1	k__Archaea (UID2)	207	149	107	9	137	3	0	0	0	92.99	1.47	0.00
GCA_004524725_1_ASM452472v1	k__Archaea (UID2)	207	149	107	37	111	1	0	0	0	73.94	0.47	0.00
GCA_004525575_1_ASM452557v1	k__Archaea (UID2)	207	149	107	30	111	7	1	0	0	77.88	6.85	40.00
GCA_004525645_1_ASM452564v1	k__Archaea (UID2)	207	149	107	18	120	11	0	0	0	86.84	5.43	18.18
GCA_005191415_1_ASM519141v1	k__Archaea (UID2)	207	149	107	24	120	5	0	0	0	82.40	2.80	0.00
GCA_005191425_1_ASM519142v1	k__Archaea (UID2)	207	149	107	16	130	3	0	0	0	86.92	1.40	0.00
GCA_005222975_1_ASM522297v1	k__Archaea (UID2)	207	149	107	27	120	2	0	0	0	77.57	1.40	0.00
GCA_005223125_1_ASM522312v1	k__Archaea (UID2)	207	149	107	14	130	5	0	0	0	89.25	3.27	0.00
GCA_007133855_1_ASM713385v1	k__Archaea (UID2)	207	149	107	65	84	0	0	0	0	53.20	0.00	0.00
GCA_008000775_1_ASM800077v1	k__Archaea (UID2)	207	149	107	11	131	5	2	0	0	91.74	6.07	9.09
GCA_008080735_1_ASM808073v1	k__Archaea (UID2)	207	149	107	16	127	6	0	0	0	88.32	3.74	0.00
GCA_008080745_1_ASM808074v1	k__Archaea (UID2)	207	149	107	9	135	5	0	0	0	92.99	3.74	0.00
GCA_008080755_1_ASM808075v1	k__Archaea (UID2)	207	149	107	22	116	8	3	0	0	83.64	9.35	0.00
GCA_008080765_1_ASM808076v1	k__Archaea (UID2)	207	149	107	37	109	3	0	0	0	75.19	1.40	0.00
GCA_010028315_1_ASM1002831v1	k__Archaea (UID2)	207	149	107	27	106	6	4	0	6	77.10	6.25	31.82
GCA_010028525_1_ASM1002852v1	k__Archaea (UID2)	207	149	107	29	106	3	4	6	1	75.70	4.57	30.30
GCA_010030355_1_ASM1003035v1	k__Archaea (UID2)	207	149	107	50	98	1	0	0	0	63.19	0.93	0.00
GCA_011364905_1_ASM1136490v1	k__Archaea (UID2)	207	149	107	33	111	5	0	0	0	82.78	3.27	0.00
GCA_011364925_1_ASM1136492v1	k__Archaea (UID2)	207	149	107	15	129	5	0	0	0	87.85	3.74	0.00
GCA_011364945_1_ASM1136494v1	k__Archaea (UID2)	207	149	107	8	130	11	0	0	0	93.46	8.88	0.00
GCA_011364965_1_ASM1136496v1	k__Archaea (UID2)	207	149	107	16	130	3	0	0	0	87.38	1.94	0.00
GCA_011364975_1_ASM1136497v1	k__Archaea (UID2)	207	149	107	17	128	4	0	0	0	86.45	2.34	0.00
GCA_011364985_1_ASM1136498v1	k__Archaea (UID2)	207	149	107	22	124	3	0	0	0	83.57	2.34	0.00
GCA_011365025_1_ASM1136502v1	k__Archaea (UID2)	207	149	107	22	123	4	0	0	0	83.64	2.80	0.00
GCA_011365055_1_ASM1136505v1	k__Archaea (UID2)	207	149	107	5	138	6	0	0	0	96.26	4.21	0.00
GCA_011366225_1_ASM1136622v1	k__Archaea (UID2)	207	149	107	32	100	17	0	0	0	75.24	9.63	23.53
GCA_011366245_1_ASM1136624v1	k__Archaea (UID2)	207	149	107	7	130	12	0	0	0	94.86	9.81	0.00
GCA_011366285_1_ASM1136628v1	k__Archaea (UID2)	207	149	107	37	101	11	0	0	0	83.29	8.88	0.00
GCA_011366295_1_ASM1136629v1	k__Archaea (UID2)	207	149	107	16	122	10	1	0	0	88.47	8.72	23.08
GCA_011525205_1_ASM1152520v1	k__Archaea (UID2)	207	149	107	21	127	1	0	0	0	82.71	0.93	0.00
GCA_012798355_1_ASM1279835v1	k__Archaea (UID2)	207	149	107	20	119	8	0	2	0	85.21	9.35	35.00
GCA_013166775_1_ASM1316677v1	k__Archaea (UID2)	207	149	107	8	138	3	0	0	0	93.46	1.40	0.00
GCA_013166835_1_ASM1316683v1	k__Archaea (UID2)	207	149	107	15	125	9	0	0	0	90.19	7.48	11.11
GCA_013375355_1_ASM1337535v1	k__Archaea (UID2)	207	149	107	10	131	8	0	0	0	92.21	4.74	25.00
GCA_013375405_1_ASM1337540v1	k__Archaea (UID2)	207	149	107	24	117	8	0	0	0	83.18	5.61	0.00
GCA_013375455_1_ASM1337545v1	k__Archaea (UID2)	207	149	107	10	135	4	0	0	0	91.59	3.27	0.00
GCA_013375475_1_ASM1337547v1	k__Archaea (UID2)	207	149	107	17	126	6	0	0	0	85.98	4.21	0.00
GCA_013375485_1_ASM1337548v1	k__Archaea (UID2)	207	149	107	14	128	7	0	0	0	89.25	5.61	42.86
GCA_013375495_1_ASM1337549v1	k__Archaea (UID2)	207	149	107	32	111	6	0	0	0	79.44	4.21	16.67
GCA_013388835_1_ASM1338883v1	k__Archaea (UID2)	207	149	107	8	136	5	0	0	0	94.39	3.74	0.00
GCA_014728035_1_ASM1472803v1	k__Archaea (UID2)	207	149	107	9	134	6	0	0	0	93.46	4.21	0.00
GCA_014728645_1_ASM1472864v1	k__Archaea (UID2)	207	149	107	48	86	13	1	1	0	61.21	8.71	0.00
GCA_014729055_1_ASM1472905v1	k__Archaea (UID2)	207	149	107	36	108	5	0	0	0	75.08	3.81	0.00
GCA_014729315_1_ASM1472931v1	k__Archaea (UID2)	207	149	107	34	110	4	1	0	0	76.64	3.74	0.00
GCA_014729935_1_ASM1472993v1	k__Archaea (UID2)	207	149	107	25	120	4	0	0	0	88.21	2.80	25.00
GCA_014730125_1_ASM1473012v1	k__Archaea (UID2)	207	149	107	10	134	4	1	0	0	91.59	3.74	14.29
GCA_014730165_1_ASM1473016v1	k__Archaea (UID2)	207	149	107	9	134	5	1	0	0	92.52	4.67	12.50
GCA_014730275_1_ASM1473027v1	k__Archaea (UID2)	207	149	107	7	135	6	1	0	0	94.86	5.14	11.11
GCA_014730295_1_ASM1473029v1	k__Archaea (UID2)	207	149	107	7	135	7	0	0	0	94.39	5.14	14.29
GCA_015520535_1_ASM1552053v1	k__Archaea (UID2)	207	149	107	27	119	3	0	0	0	83.06	1.87	0.00
GCA_015521395_1_ASM1552139v1	k__Archaea (UID2)	207	149	107	30	118	1	0	0	0	75.86	0.47	0.00
GCA_015522385_1_ASM1552238v1	k__Archaea (UID2)	207	149	107	16	127	6	0	0	0	88.86	4.21	50.00
GCA_015523565_1_ASM1552356v1	k__Archaea (UID2)	207	149	107	11	135	3	0	0	0	91.12	2.34	0.00
GCA_016292335_1_ASM1629233v1	k__Archaea (UID2)	207	149	107	22	125	2	0	0	0	81.46	1.87	0.00
GCA_016294945_1_ASM1629494v1	k__Archaea (UID2)	207	149	107	51	96	2	0	0	0	74.37	1.87	0.00
GCA_016294985_1_ASM1629498v1	k__Archaea (UID2)	207	149	107	41	106	2	0	0	0	67.76	0.93	0.00
GCA_016550385_1_ASM1655038v1	k__Archaea (UID2)	207	149	107	23	125	1	0	0	0	86.22	0.47	0.00
GCA_016550395_1_ASM1655039v1	k__Archaea (UID2)	207	149	107	29	120	0	0	0	0	78.04	0.00	0.00
GCA_016550405_1_ASM1655040v1	k__Archaea (UID2)	207	149	107	38	111	0	0	0	0	77.46	0.00	0.00
GCA_016550415_1_ASM1655041v1	k__Archaea (UID2)	207	149	107	16	130	3	0	0	0	89.50	1.87	0.00
GCA_016550425_1_ASM1655042v1	k__Archaea (UID2)	207	149	107	21	128	0	0	0	0	92.67	0.00	0.00
GCA_016550485_1_ASM1655048v1	k__Archaea (UID2)	207	149	107	38	111	0	0	0	0	73.33	0.00	0.00
GCA_016550495_1_ASM1655049v1	k__Archaea (UID2)	207	149	107	38	111	0	0	0	0	74.69	0.00	0.00
GCA_016550505_1_ASM1655050v1	k__Archaea (UID2)	207	149	107	31	115	3	0	0	0	76.42	1.94	0.00
GCA_016649575_1_ASM1664957v1	k__Archaea (UID2)	207	149	107	7	121	19	2	0	0	94.39	8.88	4.00
GCA_016839245_1_ASM1683924v1	k__Archaea (UID2)	207	149	107	8	132	9	0	0	0	93.93	7.48	22.22
GCA_016839265_1_ASM1683926v1	k__Archaea (UID2)	207	149	107	6	140	3	0	0	0	95.95	2.34	0.00
GCA_016839275_1_ASM1683927v1	k__Archaea (UID2)	207	149	107	11	137	1	0	0	0	91.59	0.93	0.00
GCA_016839295_1_ASM1683929v1	k__Archaea (UID2)	207	149	107	8	137	4	0	0	0	93.93	1.94	0.00
GCA_016839315_1_ASM1683931v1	k__Archaea (UID2)	207	149	107	15	128	6	0	0	0	88.79	3.74	16.67
GCA_016839345_1_ASM1683934v1	k__Archaea (UID2)	207	149	107	21	127	1	0	0	0	84.58	0.07	0.00
GCA_016839365_1_ASM1683936v1	k__Archaea (UID2)	207	149	107	13	135	1	0	0	0	91.12	0.93	0.00
GCA_016839385_1_ASM1683938v1	k__Archaea (UID2)	207	149	107	40	107	2	0	0	0	70.49	1.87	0.00
GCA_016839405_1_ASM1683940v1	k__Archaea (UID2)	207	149	107	26	117	6	0	0	0	81.31	5.14	16.67
GCA_016839425_1_ASM1683942v1	k__Archaea (UID2)	207	149	107	48	100	1	0	0	0	73.03	0.47	0.00
GCA_016839445_1_ASM1683944v1	k__Archaea (UID2)	207	149	107	15	122	12	0	0	0	87.38	6.69	41.67
GCA_016839465_1_ASM1683946v1	k__Archaea (UID2)	207	149	107	21	127	1	0	0	0	85.05	0.93	0.00
GCA_016839505_1_ASM1683950v1	k__Archaea (UID2)	207	149	107	33	112	4	0	0	0	75.93	2.80	0.00
GCA_016839515_1_ASM1683951v1	k__Archaea (UID2)	207	149	107	9	139	1	0	0	0	93.61	0.93	0.00
GCA_016839545_1_ASM1683954v1	k__Archaea (UID2)	207	149	107	30	119	0	0	0	0	77.43	0.00	0.00
GCA_016839555_1_ASM1683955v1	k__Archaea (UID2)	207	149	107	9	138	2	0	0	0	92.52	0.93	0.00
GCA_016839585_1_ASM1683958v1	k__Archaea (UID2)	207	149	107	23	124	2	0	0	0	81.46	0.93	0.00
GCA_016839605_1_ASM1683960v1	k__Archaea (UID2)	207	149	107	21	126	2	0	0	0	84.90	1.40	0.00
GCA_016839625_1_ASM1683962v1	k__Archaea (UID2)	207	149	107	30	118	1	0	0	0	80.61	0.93	0.00
GCA_016839635_1_ASM1683963v1	k__Archaea (UID2)	207	149	107	38	111	0	0	0	0	76.79	0.00	0.00
GCA_016839655_1_ASM1683965v1	k__Archaea (UID2)	207	149	107	21	125	3	0	0	0	82.71	1.87	0.00
GCA_016839665_1_ASM1683966v1	k__Archaea (UID2)	207	149	107	51	98	0	0	0	0	69.76	0.00	0.00
GCA_016839705_1_ASM1683970v1	k__Archaea (UID2)	207	149	107	21	127	1	0	0	0	82.40	0.93	0.00
GCA_016839745_1_ASM1683974v1	k__Archaea (UID2)	207	149	107	27	122	0	0	0	0	79.91	0.00	0.00
GCA_016839765_1_ASM1683976v1	k__Archaea (UID2)	207	149	107	24	124	1	0	0	0	82.40	0.93	0.00
GCA_016839785_1_ASM1683978v1	k__Archaea (UID2)	207	149	107	31	112	6	0	0	0	82.42	4.21	16.67
GCA_016839805_1_ASM1683980v1	k__Archaea (UID2)	207	149	107	7	142	0	0	0	0	94.86	0.00	0.00
GCA_016839815_1_ASM1683981v1	k__Archaea (UID2)	207	149	107	15	132	1	1	0	0	87.38	2.80	0.00
GCA_016839845_1_ASM1683984v1	k__Archaea (UID2)	207	149	107	19	128	1	1	0	0	85.20	1.40	0.00
GCA_016839865_1_ASM1683986v1	k__Archaea (UID2)	207	149	107	46	102	1	0	0	0	67.29	0.93	0.00
GCA_016839875_1_ASM1683987v1	k__Archaea (UID2)	207	149	107	21	127	1	0	0	0	88.28	0.93	0.00
GCA_016839905_1_ASM1683990v1	k__Archaea (UID2)	207	149	107	15	126	8	0	0	0	89.10	4.91	37.50
GCA_016839915_1_ASM1683991v1	k__Archaea (UID2)	207	149	107	14	134	1	0	0	0	89.25	0.93	0.00
GCA_016839945_1_ASM1683994v1	k__Archaea (UID2)	207	149	107	19	129	1	0	0	0	88.40	0.47	0.00
GCA_016839955_1_ASM1683995v1	k__Archaea (UID2)	207	149	107	40	107	2	0	0	0	78.04	1.87	0.00
GCA_016839985_1_ASM1683998v1	k__Archaea (UID2)	207	149	107	35	113	1	0	0	0	76.64	0.47	0.00
GCA_016839995_1_ASM1683999v1	k__Archaea (UID2)	207	149	107	29	120	0	0	0	0	83.47	0.00	0.00
GCA_016840025_1_ASM1684002v1	k__Archaea (UID2)	207	149	107	22	125	2	0	0	0	85.91	1.87	0.00
GCA_016840035_1_ASM1684003v1	k__Archaea (UID2)	207	149	107	15	133	1	0	0	0	88.01	0.93	0.00
GCA_016840065_1_ASM1684006v1	k__Archaea (UID2)	207	149	107	15	134	0	0	0	0	88.32	0.00	0.00
GCA_016840085_1_ASM1684008v1	k__Archaea (UID2)	207	149	107	20	126	3	0	0	0	86.60	2.80	0.00
GCA_016840095_1_ASM1684009v1	k__Archaea (UID2)	207	149	107	9	138	2	0	0	0	92.52	1.40	0.00
GCA_016840125_1_ASM1684012v1	k__Archaea (UID2)	207	149	107	9	130	10	0	0	0	92.99	8.26	10.00
GCA_016840135_1_ASM1684013v1	k__Archaea (UID2)	207	149	107	22	127	0	0	0	0	82.24	0.00	0.00
GCA_016840165_1_ASM1684016v1	k__Archaea (UID2)	207	149	107	16	132	1	0	0	0	87.85	0.93	0.00
GCA_016840185_1_ASM1684018v1	k__Archaea (UID2)	207	149	107	18	124	7	0	0	0	87.85	4.44	57.14
GCA_016840245_1_ASM1684024v1	k__Archaea (UID2)	207	149	107	33	116	0	0	0	0	80.27	0.00	0.00
GCA_016840265_1_ASM1684026v1	k__Archaea (UID2)	207	149	107	46	91	11	0	1	0	71.38	9.09	0.00
GCA_016840285_1_ASM1684028v1	k__Archaea (UID2)	207	149	107	13	134	2	0	0	0	90.19	1.25	0.00
GCA_016840305_1_ASM1684030v1	k__Archaea (UID2)	207	149	107	33	115	1	0	0	0	81.78	0.93	0.00
GCA_016840315_1_ASM1684031v1	k__Archaea (UID2)	207	149	107	33	116	0	0	0	0	75.78	0.00	0.00
GCA_016840345_1_ASM1684034v1	k__Archaea (UID2)	207	149	107	70	73	6	0	0	0	55.66	2.95	66.67
GCA_016840365_1_ASM1684036v1	k__Archaea (UID2)	207	149	107	37	106	6	0	0	0	73.87	5.14	33.33
GCA_016840385_1_ASM1684038v1	k__Archaea (UID2)	207	149	107	14	124	11	0	0	0	91.98	3.31	36.36
GCA_016840405_1_ASM1684040v1	k__Archaea (UID2)	207	149	107	9	137	3	0	0	0	92.99	1.87	0.00
GCA_016840425_1_ASM1684042v1	k__Archaea (UID2)	207	149	107	10	132	6	1	0	0	92.52	4.05	33.33
GCA_016840435_1_ASM1684043v1	k__Archaea (UID2)	207	149	107	44	104	1	0	0	0	66.82	0.47	0.00
GCA_016840465_1_ASM1684046v1	k__Archaea (UID2)	207	149	107	8	135	6	0	0	0	93.93	3.74	0.00
GCA_016840485_1_ASM1684048v1	k__Archaea (UID2)	207	149	107	12	126	11	0	0	0	91.67	7.01	0.00
GCA_016840505_1_ASM1684050v1	k__Archaea (UID2)	207	149	107	45	91	13	0	0	0	71.47	6.78	0.00
GCA_016840515_1_ASM1684051v1	k__Archaea (UID2)	207	149	107	7	134	8	0	0	0	95.02	5.61	0.00
GCA_016840545_1_ASM1684054v1	k__Archaea (UID2)	207	149	107	34	113	2	0	0	0	74.45	1.40	0.00
GCA_016840565_1_ASM1684056v1	k__Archaea (UID2)	207	149	107	59	75	15	0	0	0	61.21	2.73	66.67
GCA_016840585_1_ASM1684058v1	k__Archaea (UID2)	207	149	107	20	123	6	0	0	0	87.38	4.67	50.00
GCA_016840595_1_ASM1684059v1	k__Archaea (UID2)	207	149	107	61	86	2	0	0	0	59.93	0.93	0.00
GCA_016840625_1_ASM1684062v1	k__Archaea (UID2)	207	149	107	26	111	12	0	0	0	86.96	8.55	8.33
GCA_016840645_1_ASM1684064v1	k__Archaea (UID2)	207	149	107	23	125	1	0	0	0	82.96	0.93	0.00
GCA_016840655_1_ASM1684065v1	k__Archaea (UID2)	207	149	107	12	132	5	0	0	0	90.65	3.27	40.00
GCA_016840685_1_ASM1684068v1	k__Archaea (UID2)	207	149	107	8	137	4	0	0	0	94.39	3.27	0.00
GCA_016840695_1_ASM1684069v1	k__Archaea (UID2)	207	149	107	50	98	1	0	0	0	63.73	0.93	0.00
GCA_016840725_1_ASM1684072v1	k__Archaea (UID2)	207	149	107	20	116	13	0	0	0	85.05	6.54	15.38
GCA_016840745_1_ASM1684074v1	k__Archaea (UID2)	207	149	107	35	103	11	0	0	0	72.59	4.64	9.09
GCA_016840765_1_ASM1684076v1	k__Archaea (UID2)	207	149	107	36	106	7	0	0	0	79.76	5.14	42.86
GCA_016840785_1_ASM1684078v1	k__Archaea (UID2)	207	149	107	23	125	1	0	0	0	80.84	0.47	0.00
GCA_016840795_1_ASM1684079v1	k__Archaea (UID2)	207	149	107	13	132	4	0	0	0	89.72	3.27	0.00
GCA_016840825_1_ASM1684082v1	k__Archaea (UID2)	207	149	107	19	130	0	0	0	0	85.91	0.00	0.00
GCA_016840845_1_ASM1684084v1	k__Archaea (UID2)	207	149	107	47	96	6	0	0	0	72.54	4.52	66.67
GCA_016840855_1_ASM1684085v1	k__Archaea (UID2)	207	149	107	20	128	1	0	0	0	85.05	0.93	0.00
GCA_016840885_1_ASM1684088v1	k__Archaea (UID2)	207	149	107	35	103	11	0	0	0	71.73	6.31	27.27
GCA_016840905_1_ASM1684090v1	k__Archaea (UID2)	207	149	107	49	100	0	0	0	0	68.15	0.00	0.00
GCA_016840925_1_ASM1684092v1	k__Archaea (UID2)	207	149	107	38	111	0	0	0	0	68.69	0.00	0.00
GCA_016840945_1_ASM1684094v1	k__Archaea (UID2)	207	149	107	16	132	1	0	0	0	85.98	0.47	0.00
GCA_016840965_1_ASM1684096v1	k__Archaea (UID2)	207	149	107	38	109	2	0	0	0	72.90	1.40	50.00
GCA_016840985_1_ASM1684098v1	k__Archaea (UID2)	207	149	107	26	113	10	0	0	0	79.91	4.19	0.00
GCA_016841005_1_ASM1684100v1	k__Archaea (UID2)	207	149	107	45	103	1	0	0	0	68.69	0.93	0.00
GCA_016926735_1_ASM1692673v1	k__Archaea (UID2)	207	149	107	11	132	6	0	0	0	90.65	5.14	0.00
GCA_016927615_1_ASM1692761v1	k__Archaea (UID2)	207	149	107	24	115	10	0	0	0	86.45	7.94	10.00
GCA_016930515_1_ASM1693051v1	k__Archaea (UID2)	207	149	107	18	127	3	1	0	0	85.98	2.34	0.00
GCA_016932935_1_ASM1693293v1	k__Archaea (UID2)	207	149	107	34	110	5	0	0	0	81.13	3.74	0.00
GCA_016933055_1_ASM1693305v1	k__Archaea (UID2)	207	149	107	7	137	5	0	0	0	94.39	4.21	0.00
GCA_016933575_1_ASM1693357v1	k__Archaea (UID2)	207	149	107	17	124	8	0	0	0	86.92	4.42	0.00
GCA_017654525_1_ASM1765452v1	k__Archaea (UID2)	207	149	107	40	105	4	0	0	0	73.22	3.27	0.00
GCA_018238085_1_ASM1823808v1	k__Archaea (UID2)	207	149	107	50	91	8	0	0	0	66.31	6.54	0.00
GCA_018238095_1_ASM1823809v1	k__Archaea (UID2)	207	149	107	17	123	8	1	0	0	85.98	6.46	18.18
GCA_018238125_1_ASM1823812v1	k__Archaea (UID2)	207	149	107	45	97	7	0	0	0	65.19	5.61	0.00
GCA_018238145_1_ASM1823814v1	k__Archaea (UID2)	207	149	107	26	114	9	0	0	0	79.92	5.68	22.22
GCA_018238155_1_ASM1823815v1	k__Archaea (UID2)	207	149	107	7	132	10	0	0	0	94.39	7.94	0.00
GCA_018238185_1_ASM1823818v1	k__Archaea (UID2)	207	149	107	23	120	6	0	0	0	86.92	4.21	16.67
GCA_018238205_1_ASM1823820v1	k__Archaea (UID2)	207	149	107	7	134	8	0	0	0	94.86	4.74	0.00
GCA_018238215_1_ASM1823821v1	k__Archaea (UID2)	207	149	107	8	134	6	1	0	0	93.93	6.54	44.44
GCA_018238245_1_ASM1823824v1	k__Archaea (UID2)	207	149	107	24	107	10	8	0	0	81.31	5.57	11.76
GCA_018238265_1_ASM1823826v1	k__Archaea (UID2)	207	149	107	12	124	11	2	0	0	91.12	9.96	29.41
GCA_018238285_1_ASM1823828v1	k__Archaea (UID2)	207	149	107	15	126	8	0	0	0	88.79	4.82	37.50
GCA_018238305_1_ASM1823830v1	k__Archaea (UID2)	207	149	107	10	129	10	0	0	0	91.59	6.23	30.00
GCA_018238315_1_ASM1823831v1	k__Archaea (UID2)	207	149	107	50	86	13	0	0	0	67.68	9.81	7.69
GCA_018238345_1_ASM1823834v1	k__Archaea (UID2)	207	149	107	18	125	6	0	0	0	86.92	3.74	0.00
GCA_018238365_1_ASM1823836v1	k__Archaea (UID2)	207	149	107	55	94	0	0	0	0	65.20	0.00	0.00
GCA_018238375_1_ASM1823837v1	k__Archaea (UID2)	207	149	107	10	135	4	0	0	0	92.06	3.27	25.00
GCA_018238405_1_ASM1823840v1	k__Archaea (UID2)	207	149	107	48	84	17	0	0	0	65.73	7.51	35.29
GCA_018238425_1_ASM1823842v1	k__Archaea (UID2)	207	149	107	53	87	8	1	0	0	62.72	5.45	45.45
GCA_018238445_1_ASM1823844v1	k__Archaea (UID2)	207	149	107	8	135	6	0	0	0	93.93	4.21	0.00
GCA_018238455_1_ASM1823845v1	k__Archaea (UID2)	207	149	107	56	85	8	0	0	0	61.95	6.54	25.00
GCA_018238465_1_ASM1823846v1	k__Archaea (UID2)	207	149	107	54	94	1	0	0	0	66.47	0.93	0.00
GCA_018238505_1_ASM1823850v1	k__Archaea (UID2)	207	149	107	41	97	11	0	0	0	77.46	9.35	18.18
GCA_018238525_1_ASM1823852v1	k__Archaea (UID2)	207	149	107	17	129	2	1	0	0	87.31	3.27	20.00
GCA_018238545_1_ASM1823854v1	k__Archaea (UID2)	207	149	107	7	137	4	1	0	0	94.39	4.21	0.00
GCA_018238565_1_ASM1823856v1	k__Archaea (UID2)	207	149	107	42	97	8	2	0	0	69.96	8.88	42.86
GCA_018238575_1_ASM1823857v1	k__Archaea (UID2)	207	149	107	26	120	3	0	0	0	82.94	1.71	33.33
GCA_018238585_1_ASM1823858v1	k__Archaea (UID2)	207	149	107	8	137	3	1	0	0	93.46	3.74	0.00
GCA_018238625_1_ASM1823862v1	k__Archaea (UID2)	207	149	107	14	130	5	0	0	0	89.72	3.27	0.00
GCA_018238645_1_ASM1823864v1	k__Archaea (UID2)	207	149	107	18	124	6	1	0	0	88.79	6.07	0.00
GCA_018238665_1_ASM1823866v1	k__Archaea (UID2)	207	149	107	28	116	5	0	0	0	79.83	4.21	20.00
GCA_018238685_1_ASM1823868v1	k__Archaea (UID2)	207	149	107	26	119	4	0	0	0	82.24	3.12	50.00
GCA_018238705_1_ASM1823870v1	k__Archaea (UID2)	207	149	107	43	100	6	0	0	0	70.48	3.65	33.33
GCA_018238725_1_ASM1823872v1	k__Archaea (UID2)	207	149	107	14	126	8	1	0	0	89.25	5.68	36.36
GCA_018238745_1_ASM1823874v1	k__Archaea (UID2)	207	149	107	11	133	4	1	0	0	91.12	3.27	0.00
GCA_018238755_1_ASM1823875v1	k__Archaea (UID2)	207	149	107	35	111	3	0	0	0	78.46	1.87	0.00
GCA_018238765_1_ASM1823876v1	k__Archaea (UID2)	207	149	107	38	104	7	0	0	0	71.81	6.54	28.57
GCA_018238805_1_ASM1823880v1	k__Archaea (UID2)	207	149	107	13	129	7	0	0	0	88.79	5.14	14.29
GCA_018238825_1_ASM1823882v1	k__Archaea (UID2)	207	149	107	11	133	4	1	0	0	92.06	4.21	0.00
GCA_018238845_1_ASM1823884v1	k__Archaea (UID2)	207	149	107	49	96	4	0	0	0	64.26	2.80	25.00
GCA_018238865_1_ASM1823886v1	k__Archaea (UID2)	207	149	107	48	99	2	0	0	0	69.59	1.40	0.00
GCA_018238885_1_ASM1823888v1	k__Archaea (UID2)	207	149	107	31	115	3	0	0	0	79.76	1.87	0.00
GCA_018238895_1_ASM1823889v1	k__Archaea (UID2)	207	149	107	23	111	14	1	0	0	82.33	9.96	23.53
GCA_018238925_1_ASM1823892v1	k__Archaea (UID2)	207	149	107	27	114	8	0	0	0	78.97	3.04	12.50
GCA_018238935_1_ASM1823893v1	k__Archaea (UID2)	207	149	107	12	122	14	1	0	0	91.52	9.79	70.59
GCA_018238965_1_ASM1823896v1	k__Archaea (UID2)	207	149	107	24	117	8	0	0	0	81.15	4.52	12.50
GCA_018238985_1_ASM1823898v1	k__Archaea (UID2)	207	149	107	45	101	3	0	0	0	68.87	1.47	0.00
GCA_018239005_1_ASM1823900v1	k__Archaea (UID2)	207	149	107	45	100	4	0	0	0	65.04	2.65	25.00
GCA_018239015_1_ASM1823901v1	k__Archaea (UID2)	207	149	107	9	128	12	0	0	0	93.46	8.25	0.00
GCA_018335335_1_ASM1833533v1	k__Archaea (UID2)	207	149	107	8	135	5	1	0	0	93.93	4.67	0.00
GCA_018623815_1_ASM1862381v1	k__Archaea (UID2)	207	149	107	28	118	3	0	0	0	81.31	2.18	66.67
GCA_019057385_1_ASM1905738v1	k__Archaea (UID2)	207	149	107	8	136	5	0	0	0	94.08	3.74	0.00
GCA_019057735_1_ASM1905773v1	k__Archaea (UID2)	207	149	107	26	117	6	0	0	0	80.37	4.21	33.33
GCA_019057745_1_ASM1905774v1	k__Archaea (UID2)	207	149	107	55	94	0	0	0	0	62.03	0.00	0.00
GCA_019057775_1_ASM1905777v1	k__Archaea (UID2)	207	149	107	14	127	8	0	0	0	89.25	5.61	0.00
GCA_019057795_1_ASM1905779v1	k__Archaea (UID2)	207	149	107	7	136	6	0	0	0	94.39	4.21	0.00
