MAG	K00459	PF03060
Lokiarchaeia_GCA_018238305_1_ASM1823830v1	1	1
Lokiarchaeia_GCA_018238315_1_ASM1823831v1	0	0
Lokiarchaeia_GCA_018238345_1_ASM1823834v1	1	1
Lokiarchaeia_GCA_018238405_1_ASM1823840v1	0	0
Lokiarchaeia_GCA_018238425_1_ASM1823842v1	1	1
Lokiarchaeia_GCA_018238455_1_ASM1823845v1	0	0
Lokiarchaeia_GCA_018238505_1_ASM1823850v1	0	0
Lokiarchaeia_GCA_018238565_1_ASM1823856v1	1	1
Lokiarchaeia_GCA_018238625_1_ASM1823862v1	1	1
Lokiarchaeia_GCA_018238705_1_ASM1823870v1	1	1
Lokiarchaeia_GCA_018238725_1_ASM1823872v1	1	1
Lokiarchaeia_GCA_018238745_1_ASM1823874v1	1	1
Lokiarchaeia_GCA_018238845_1_ASM1823884v1	1	1
Lokiarchaeia_GCA_018238895_1_ASM1823889v1	1	1
Lokiarchaeia_GCA_018238965_1_ASM1823896v1	0	0
Lokiarchaeia_GCA_018238985_1_ASM1823898v1	1	1
Lokiarchaeia_GCA_019057735_1_ASM1905773v1	1	1
Lokiarchaeia_GCA_019057745_1_ASM1905774v1	1	1
Lokiarchaeia_GCA_019057775_1_ASM1905777v1	1	1
Lokiarchaeia_GCA_019057795_1_ASM1905779v1	1	1
Lokiarchaeia_GCA_019057835_1_ASM1905783v1	1	1
Lokiarchaeia_GCA_019057855_1_ASM1905785v1	1	1
Lokiarchaeia_GCA_019057865_1_ASM1905786v1	1	1
Lokiarchaeia_GCA_019057895_1_ASM1905789v1	1	1
Lokiarchaeia_GCA_019057915_1_ASM1905791v1	1	1
Lokiarchaeia_GCA_019057935_1_ASM1905793v1	0	0
Lokiarchaeia_GCA_019057955_1_ASM1905795v1	1	1
Lokiarchaeia_GCA_019057975_1_ASM1905797v1	1	1
Lokiarchaeia_GCA_019057995_1_ASM1905799v1	1	1
Lokiarchaeia_GCA_019058015_1_ASM1905801v1	0	1
Lokiarchaeia_GCA_019058035_1_ASM1905803v1	1	1
Lokiarchaeia_GCA_019058055_1_ASM1905805v1	1	1
Lokiarchaeia_GCA_019058075_1_ASM1905807v1	1	1
Lokiarchaeia_GCA_019058095_1_ASM1905809v1	1	1
Lokiarchaeia_GCA_019058135_1_ASM1905813v1	1	1
Lokiarchaeia_GCA_019058155_1_ASM1905815v1	1	1
Lokiarchaeia_GCA_019058215_1_ASM1905821v1	1	1
Lokiarchaeia_GCA_019058245_1_ASM1905824v1	1	1
Lokiarchaeia_GCA_019058295_1_ASM1905829v1	1	1
Lokiarchaeia_GCA_019058315_1_ASM1905831v1	1	1
Lokiarchaeia_GCA_019058355_1_ASM1905835v1	1	1
Lokiarchaeia_GCA_019058365_1_ASM1905836v1	1	1
Lokiarchaeia_GCA_019058395_1_ASM1905839v1	1	1
Lokiarchaeia_GCA_019058415_1_ASM1905841v1	1	1
Lokiarchaeia_GCA_019058425_1_ASM1905842v1	1	1
Lokiarchaeia_GCA_019058445_1_ASM1905844v1	1	1
Lokiarchaeia_GCA_019058515_1_ASM1905851v1	1	1
Lokiarchaeia_GCA_019894655_1_ASM1989465v1	1	1
Lokiarchaeia_GCA_019894685_1_ASM1989468v1	0	0
Lokiarchaeia_GCA_019894715_1_ASM1989471v1	1	1
Lokiarchaeia_GCA_019894735_1_ASM1989473v1	1	1
Lokiarchaeia_GCA_019894755_1_ASM1989475v1	1	1
Lokiarchaeia_GCA_019894815_1_ASM1989481v1	0	0
Lokiarchaeia_GCA_019894835_1_ASM1989483v1	1	1
Lokiarchaeia_GCA_019894855_1_ASM1989485v1	1	1
Lokiarchaeia_GCA_019894875_1_ASM1989487v1	1	1
Lokiarchaeia_GCA_019894885_1_ASM1989488v1	1	1
Lokiarchaeia_GCA_019894955_1_ASM1989495v1	1	1
Lokiarchaeia_GCA_019894975_1_ASM1989497v1	1	1
Lokiarchaeia_GCA_020343655_1_ASM2034365v1	1	1
Lokiarchaeia_GCA_020344955_1_ASM2034495v1	1	1
Lokiarchaeia_GCA_021498095_1_ASM2149809v1	0	0
Lokiarchaeia_GCA_022866525_1_ASM2286652v1	1	1
Lokiarchaeia_GCA_023127985_1_ASM2312798v1	1	1
Lokiarchaeia_GCA_023128465_1_ASM2312846v1	1	1
Lokiarchaeia_GCA_023128565_1_ASM2312856v1	0	0
Lokiarchaeia_GCA_023129395_1_ASM2312939v1	1	1
Lokiarchaeia_GCA_023129495_1_ASM2312949v1	1	1
Lokiarchaeia_GCA_023133715_1_ASM2313371v1	1	1
Lokiarchaeia_M3_30_Bin_48	1	1
Lokiarchaeia_M3_38_Bin_28_clean	1	1
Lokiarchaeia_M3_38_Bin_337	1	1
Lokiarchaeia_M3_38_Bin_380_clean	1	1
Lokiarchaeia_M3_38_Bin_406	1	1
Lokiarchaeia_M3_44_Bin_299	1	1
Lokiarchaeia_M8_32_Bin_172	1	1
Lokiarchaeia_M8_44_Bin_15	1	1
Lokiarchaeia_M8_44_Bin_255	1	1
Lokiarchaeia_M8_44_Bin_330	1	1
Lokiarchaeia_M8_58_Bin_246	1	1
Lokiarchaeia_M8_58_Bin_307	1	1
Lokiarchaeia_M8_58_Bin_354	1	1
Lokiarchaeia_M8_62_Bin_108_clean	1	1
Lokiarchaeia_M8_62_Bin_112	1	1
Lokiarchaeia_M8_62_Bin_113	1	1
Lokiarchaeia_M8_62_Bin_21_clean	1	1
Lokiarchaeia_M8_62_Bin_377	1	1
Lokiarchaeia_M8_62_Bin_8	1	1
Lokiarchaeia_Meg19_1012_Bin_144	1	1
Lokiarchaeia_Meg19_1012_Bin_162	1	1
Lokiarchaeia_Meg19_1012_Bin_19	0	1
Lokiarchaeia_Meg19_1012_Bin_228	1	1
Lokiarchaeia_Meg19_1012_Bin_476	0	0
Lokiarchaeia_Meg19_1012_Bin_49	1	1
Lokiarchaeia_Meg19_1012_Bin_504	1	1
Lokiarchaeia_Meg22_02_Bin_102	1	1
Lokiarchaeia_Meg22_02_Bin_148	1	1
Lokiarchaeia_Meg22_02_Bin_38	0	0
Lokiarchaeia_Meg22_1012_Bin_131	0	1
Lokiarchaeia_Meg22_1012_Bin_145	1	1
Lokiarchaeia_Meg22_1012_Bin_159	1	1
Lokiarchaeia_Meg22_1012_Bin_214	1	1
Lokiarchaeia_Meg22_1012_Bin_233	1	1
Lokiarchaeia_Meg22_1012_Bin_249	1	1
Lokiarchaeia_Meg22_1012_Bin_275	1	1
Lokiarchaeia_Meg22_1012_Bin_281	1	1
Lokiarchaeia_Meg22_1012_Bin_285	1	1
Lokiarchaeia_Meg22_1012_Bin_314	1	1
Lokiarchaeia_Meg22_1012_Bin_354	1	1
Lokiarchaeia_Meg22_1214_Bin_165	1	1
Lokiarchaeia_Meg22_1214_Bin_169	1	1
Lokiarchaeia_Meg22_1214_Bin_185	1	1
Lokiarchaeia_Meg22_1214_Bin_189	1	1
Lokiarchaeia_Meg22_1214_Bin_191	1	1
Lokiarchaeia_Meg22_1214_Bin_20	1	1
Lokiarchaeia_Meg22_1214_Bin_213	1	1
Lokiarchaeia_Meg22_1214_Bin_22	1	1
Lokiarchaeia_Meg22_1214_Bin_223	1	1
Lokiarchaeia_Meg22_1214_Bin_226	1	1
Lokiarchaeia_Meg22_1214_Bin_228	1	1
Lokiarchaeia_Meg22_1214_Bin_256	1	1
Lokiarchaeia_Meg22_1214_Bin_40	1	1
Lokiarchaeia_Meg22_1214_Bin_5	1	1
Lokiarchaeia_Meg22_1416_Bin_13	1	1
Lokiarchaeia_Meg22_1416_Bin_130	1	1
Lokiarchaeia_Meg22_1416_Bin_151	1	1
Lokiarchaeia_Meg22_1416_Bin_161	1	1
Lokiarchaeia_Meg22_1416_Bin_173	1	1
Lokiarchaeia_Meg22_1416_Bin_67	1	1
Lokiarchaeia_Meg22_1416_Bin_72	1	1
Lokiarchaeia_Meg22_1618_Bin_103	1	1
Lokiarchaeia_Meg22_1618_Bin_161	1	1
Lokiarchaeia_Meg22_1618_Bin_17	1	1
Lokiarchaeia_Meg22_24_Bin_122	1	1
Lokiarchaeia_Meg22_24_Bin_138	1	1
Lokiarchaeia_Meg22_24_Bin_17	1	1
Lokiarchaeia_Meg22_46_Bin_198	1	1
Lokiarchaeia_Meg22_46_Bin_243	0	1
Lokiarchaeia_Meg22_810_Bin_168	1	1
Lokiarchaeia_Meg22_810_Bin_230	1	1
Lokiarchaeia_Meg22_810_Bin_250	1	1
Lokiarchaeia_Meg22_810_Bin_92	1	1
Lokiarchaeia_S2_bin16	0	0
Lokiarchaeia_S4_bin14	1	1
Lokiarchaeia_S5_bin29	1	1
Lokiarchaeia_S8_bin41	0	0
Lokiarchaeia_WORB4	0	1
Lokiarchaeia_WORC5	1	1
Njordarchaeia_A173	0	1
Njordarchaeia_B11_G17	0	0
Njordarchaeia_B13_G17	0	1
Njordarchaeia_B20_G9	0	1
Njordarchaeia_B32_G17	0	0
Njordarchaeia_B34_G2	0	1
Njordarchaeia_B37_G2	0	0
Njordarchaeia_B44_G1	0	0
Njordarchaeia_B62_G16	0	1
Njordarchaeia_B6_G17	0	0
Njordarchaeia_B77_G9	0	0
Njordarchaeia_B7_G17	0	0
Njordarchaeia_B90_G9	0	1
Njordarchaeia_D4994_C39_H1_Bin_803	0	0
Njordarchaeia_D4998_C1112_H2_Bin_434	0	0
Njordarchaeia_D4998_C1112_H2_Bin_516	0	0
Njordarchaeia_D4998_C1112_H3_Bin_254	0	0
Njordarchaeia_D4998_C1112_H3_Bin_96	0	0
Njordarchaeia_GBS27	0	0
Njordarchaeia_GCA_015521395_1_ASM1552139v1	0	1
Njordarchaeia_GCA_021163045_1_ASM2116304v1	0	1
Njordarchaeia_GCA_024720815_1_ASM2472081v1	0	1
Njordarchaeia_GCA_024720835_1_ASM2472083v1	0	1
Njordarchaeia_GCA_024720855_1_ASM2472085v1	0	1
Njordarchaeia_GCA_024720875_1_ASM2472087v1	0	1
Njordarchaeia_GCA_024720895_1_ASM2472089v1	0	1
Njordarchaeia_GCA_024720915_1_ASM2472091v1	0	1
Njordarchaeia_GCA_024720935_1_ASM2472093v1	0	1
Njordarchaeia_GCA_024720955_1_ASM2472095v1	0	1
Njordarchaeia_GCA_024720975_1_ASM2472097v1	0	1
Njordarchaeia_GCA_024720985_1_ASM2472098v1	0	1
Njordarchaeia_M288	0	0
Odinarchaeia_D4993_C5_H4_Bin_33	0	1
Odinarchaeia_D4993_C5_LG_Bin_429	0	0
Odinarchaeia_GCA_001940665_1_ASM194066v1	0	0
Odinarchaeia_GCA_016839265_1_ASM1683926v1	0	1
Odinarchaeia_Meg22_1012_Bin_162	0	1
Odinarchaeia_Meg22_1214_Bin_101	0	1
Odinarchaeia_Meg22_1416_Bin_171	0	1
Odinarchaeia_Meg22_1618_Bin_122	0	1
Odinarchaeia_RPA3	0	1
Sifarchaeia_GCA_016292335_1_ASM1629233v1	0	1
Sifarchaeia_GCA_016294945_1_ASM1629494v1	0	0
Sifarchaeia_GCA_016294985_1_ASM1629498v1	0	0
Sifarchaeia_GCA_016840315_1_ASM1684031v1	0	0
Sifarchaeia_GCA_016840515_1_ASM1684051v1	0	1
Sifarchaeia_GCA_016840645_1_ASM1684064v1	0	1
Sifarchaeia_GCA_019057385_1_ASM1905738v1	0	1
Sifarchaeia_GCA_019058475_1_ASM1905847v1	0	1
Sifarchaeia_GCA_019058535_1_ASM1905853v1	0	1
Sifarchaeia_GCA_023143835_1_ASM2314383v1	0	0
Sifarchaeia_M8_58_Bin_389	0	0
Sifarchaeia_WORA1	0	1
Thorarchaeia_A361	1	1
Thorarchaeia_A381	1	1
Thorarchaeia_A399	0	0
Thorarchaeia_ABR09	0	0
Thorarchaeia_ABR10	0	1
Thorarchaeia_BHB10_26_Bin_164_clean	1	1
Thorarchaeia_BHB10_26_Bin_165_clean	1	1
Thorarchaeia_BHB10_26_Bin_319	1	1
Thorarchaeia_BHB10_26_Bin_338	1	1
Thorarchaeia_BHB10_26_Bin_359	1	1
Thorarchaeia_BHB10_38_Bin_149	1	1
Thorarchaeia_BHB10_38_Bin_279	1	1
Thorarchaeia_BHB10_38_Bin_74	1	1
Thorarchaeia_Co_bin157	0	0
Thorarchaeia_D4991_C11_H1_Bin_181	0	0
Thorarchaeia_D4993_C5_H1_Bin_185	0	1
Thorarchaeia_D4993_C5_H1_Bin_269	1	1
Thorarchaeia_D4993_C5_H1_Bin_95	0	0
Thorarchaeia_D4993_C5_H2_Bin_133_clean	1	1
Thorarchaeia_D4993_C5_H2_Bin_435	1	1
Thorarchaeia_D4993_C5_H2_Bin_518	0	1
Thorarchaeia_D4993_C5_H2_Bin_79	0	0
Thorarchaeia_D4993_C5_H2_Bin_84_clean	1	1
Thorarchaeia_D4993_C5_H3_Bin_186	0	1
Thorarchaeia_D4993_C5_H3_Bin_368	0	0
Thorarchaeia_D4993_C5_LG_Bin_146_clean	0	0
Thorarchaeia_D4993_C5_LG_Bin_292	1	1
Thorarchaeia_D4993_C5_LG_Bin_387_clean	1	1
Thorarchaeia_D4993_C5_LG_Bin_530	0	0
Thorarchaeia_D4994_C39_H1_Bin_225	1	1
Thorarchaeia_D4994_C39_H1_Bin_629	0	1
Thorarchaeia_D4994_C39_H2_Bin_166	0	1
Thorarchaeia_D4998_C1112_H1_Bin_25	1	1
Thorarchaeia_D4998_C1112_H1_Bin_369_clean	1	1
Thorarchaeia_D4998_C1112_H2_Bin_233	0	1
Thorarchaeia_D4998_C1112_H2_Bin_606_clean	1	1
Thorarchaeia_D4998_C1112_H2_Bin_74	1	1
Thorarchaeia_D4998_C2223_H2_Bin_280	1	1
Thorarchaeia_D4998_C2223_H2_Bin_358	1	1
Thorarchaeia_E44_bin6	0	0
Thorarchaeia_E44_bin77	1	1
Thorarchaeia_GCA_001940705_1_ASM194070v1	1	1
Thorarchaeia_GCA_002825465_1_ASM282546v1	1	1
Thorarchaeia_GCA_002825515_1_ASM282551v1	1	1
Thorarchaeia_GCA_002825535_1_ASM282553v1	1	1
Thorarchaeia_GCA_003662765_1_ASM366276v1	0	0
Thorarchaeia_GCA_003662775_1_ASM366277v1	1	1
Thorarchaeia_GCA_003662805_1_ASM366280v1	0	1
Thorarchaeia_GCA_003662815_1_ASM366281v1	1	1
Thorarchaeia_GCA_004524435_1_ASM452443v1	1	1
Thorarchaeia_GCA_004524445_1_ASM452444v1	1	1
Thorarchaeia_GCA_004524565_1_ASM452456v1	1	1
Thorarchaeia_GCA_004524595_1_ASM452459v1	1	1
Thorarchaeia_GCA_004525575_1_ASM452557v1	1	1
Thorarchaeia_GCA_004525645_1_ASM452564v1	1	1
Thorarchaeia_GCA_008080745_1_ASM808074v1	0	0
Thorarchaeia_GCA_011364905_1_ASM1136490v1	1	1
Thorarchaeia_GCA_011364985_1_ASM1136498v1	1	1
Thorarchaeia_GCA_011365025_1_ASM1136502v1	1	1
Thorarchaeia_GCA_013388835_1_ASM1338883v1	1	1
Thorarchaeia_GCA_014728035_1_ASM1472803v1	1	1
Thorarchaeia_GCA_014730275_1_ASM1473027v1	1	1
Thorarchaeia_GCA_016839245_1_ASM1683924v1	1	1
Thorarchaeia_GCA_016839275_1_ASM1683927v1	1	1
Thorarchaeia_GCA_016839345_1_ASM1683934v1	1	1
Thorarchaeia_GCA_016839445_1_ASM1683944v1	1	1
Thorarchaeia_GCA_016839465_1_ASM1683946v1	1	1
Thorarchaeia_GCA_016839605_1_ASM1683960v1	1	1
Thorarchaeia_GCA_016840245_1_ASM1684024v1	1	1
Thorarchaeia_GCA_016840365_1_ASM1684036v1	1	1
Thorarchaeia_GCA_016840385_1_ASM1684038v1	1	1
Thorarchaeia_GCA_016840435_1_ASM1684043v1	1	1
Thorarchaeia_GCA_016840565_1_ASM1684056v1	0	0
Thorarchaeia_GCA_016840625_1_ASM1684062v1	1	1
Thorarchaeia_GCA_016840685_1_ASM1684068v1	1	1
Thorarchaeia_GCA_016840785_1_ASM1684078v1	1	1
Thorarchaeia_GCA_016840795_1_ASM1684079v1	1	1
Thorarchaeia_GCA_016840825_1_ASM1684082v1	0	1
Thorarchaeia_GCA_016840845_1_ASM1684084v1	1	1
Thorarchaeia_GCA_016840855_1_ASM1684085v1	1	1
Thorarchaeia_GCA_016840885_1_ASM1684088v1	1	1
Thorarchaeia_GCA_016840925_1_ASM1684092v1	1	1
Thorarchaeia_GCA_016840965_1_ASM1684096v1	1	1
Thorarchaeia_GCA_016841005_1_ASM1684100v1	1	1
Thorarchaeia_GCA_016933575_1_ASM1693357v1	1	1
Thorarchaeia_GCA_017654525_1_ASM1765452v1	1	1
Thorarchaeia_GCA_018238185_1_ASM1823818v1	1	1
Thorarchaeia_GCA_018238205_1_ASM1823820v1	1	1
Thorarchaeia_GCA_018238215_1_ASM1823821v1	1	1
Thorarchaeia_GCA_018238265_1_ASM1823826v1	1	1
Thorarchaeia_GCA_018238285_1_ASM1823828v1	1	1
Thorarchaeia_GCA_018238365_1_ASM1823836v1	0	0
Thorarchaeia_GCA_018238375_1_ASM1823837v1	0	0
Thorarchaeia_GCA_018238445_1_ASM1823844v1	1	1
Thorarchaeia_GCA_018238465_1_ASM1823846v1	0	0
Thorarchaeia_GCA_018238525_1_ASM1823852v1	1	1
Thorarchaeia_GCA_018238575_1_ASM1823857v1	1	1
Thorarchaeia_GCA_018238665_1_ASM1823866v1	0	1
Thorarchaeia_GCA_018238685_1_ASM1823868v1	1	1
Thorarchaeia_GCA_018238755_1_ASM1823875v1	0	0
Thorarchaeia_GCA_018238765_1_ASM1823876v1	1	1
Thorarchaeia_GCA_018238825_1_ASM1823882v1	1	1
Thorarchaeia_GCA_018238865_1_ASM1823886v1	0	0
Thorarchaeia_GCA_018238925_1_ASM1823892v1	0	0
Thorarchaeia_GCA_018238935_1_ASM1823893v1	1	1
Thorarchaeia_GCA_018239005_1_ASM1823900v1	1	1
Thorarchaeia_GCA_018239015_1_ASM1823901v1	1	1
Thorarchaeia_GCA_018335335_1_ASM1833533v1	1	1
Thorarchaeia_GCA_019058235_1_ASM1905823v1	0	1
Thorarchaeia_GCA_019058555_1_ASM1905855v1	1	1
Thorarchaeia_GCA_019894665_1_ASM1989466v1	1	1
Thorarchaeia_GCA_020348985_1_ASM2034898v1	1	1
Thorarchaeia_GCA_020355105_1_ASM2035510v1	0	1
Thorarchaeia_GCA_021498125_1_ASM2149812v1	0	0
Thorarchaeia_GCA_023128605_1_ASM2312860v1	0	0
Thorarchaeia_GCA_023131185_1_ASM2313118v1	1	1
Thorarchaeia_GCA_023132455_1_ASM2313245v1	1	1
Thorarchaeia_GCA_023134215_1_ASM2313421v1	0	0
Thorarchaeia_GCA_023139155_1_ASM2313915v1	1	1
Thorarchaeia_GCA_023139815_1_ASM2313981v1	0	1
Thorarchaeia_GCA_023139955_1_ASM2313995v1	1	1
Thorarchaeia_GCA_023140375_1_ASM2314037v1	1	1
Thorarchaeia_GCA_023141005_1_ASM2314100v1	0	1
Thorarchaeia_GCA_024275415_1_ASM2427541v1	1	1
Thorarchaeia_GCA_024276825_1_ASM2427682v1	1	1
Thorarchaeia_M3_10_Bin_237	1	1
Thorarchaeia_M3_30_Bin_136	1	1
Thorarchaeia_M3_30_Bin_238	1	1
Thorarchaeia_M3_30_Bin_242	1	1
Thorarchaeia_M3_30_Bin_286	0	0
Thorarchaeia_M3_30_Bin_73	1	1
Thorarchaeia_M3_38_Bin_107	1	1
Thorarchaeia_M3_38_Bin_151	1	1
Thorarchaeia_M3_38_Bin_171_clean	1	1
Thorarchaeia_M3_38_Bin_207	1	1
Thorarchaeia_M3_38_Bin_335	1	1
Thorarchaeia_M3_38_Bin_376	1	1
Thorarchaeia_M3_38_Bin_382	1	1
Thorarchaeia_M3_38_Bin_423	1	1
Thorarchaeia_M3_38_Bin_97_clean	1	1
Thorarchaeia_M3_44_Bin_122	1	1
Thorarchaeia_M3_44_Bin_221	1	1
Thorarchaeia_M3_44_Bin_237	1	1
Thorarchaeia_M3_44_Bin_287	0	1
Thorarchaeia_M3_44_Bin_309	1	1
Thorarchaeia_M3_44_Bin_333	1	1
Thorarchaeia_M3_44_Bin_361	1	1
Thorarchaeia_M3_44_Bin_429	1	1
Thorarchaeia_M8_32_Bin_163	1	1
Thorarchaeia_M8_32_Bin_264	1	1
Thorarchaeia_M8_32_Bin_293	1	1
Thorarchaeia_M8_44_Bin_141	1	1
Thorarchaeia_M8_44_Bin_154	1	1
Thorarchaeia_M8_44_Bin_202	1	1
Thorarchaeia_M8_44_Bin_219	1	1
Thorarchaeia_M8_44_Bin_242	1	1
Thorarchaeia_M8_44_Bin_342_clean	1	1
Thorarchaeia_M8_44_Bin_35	1	1
Thorarchaeia_M8_58_Bin_135	1	1
Thorarchaeia_M8_58_Bin_146	1	1
Thorarchaeia_M8_58_Bin_177	1	1
Thorarchaeia_M8_58_Bin_189_clean	1	1
Thorarchaeia_M8_58_Bin_202	1	1
Thorarchaeia_M8_58_Bin_368	1	1
Thorarchaeia_M8_58_Bin_410	1	1
Thorarchaeia_M8_58_Bin_56_clean	1	1
Thorarchaeia_M8_58_Bin_88	1	1
Thorarchaeia_M8_62_Bin_124_clean	1	1
Thorarchaeia_M8_62_Bin_136_clean	1	1
Thorarchaeia_M8_62_Bin_151	1	1
Thorarchaeia_M8_62_Bin_273	1	1
Thorarchaeia_M8_62_Bin_303	0	0
Thorarchaeia_M8_62_Bin_310	1	1
Thorarchaeia_M8_62_Bin_312	1	1
Thorarchaeia_M8_62_Bin_321	1	1
Thorarchaeia_M8_62_Bin_56	1	1
Thorarchaeia_M8_62_Bin_65	1	1
Thorarchaeia_M8_62_Bin_80_clean	1	1
Thorarchaeia_Meg19_1012_Bin_106	1	1
Thorarchaeia_Meg19_1012_Bin_170	1	1
Thorarchaeia_Meg19_1012_Bin_34	0	1
Thorarchaeia_Meg22_1012_Bin_182	1	1
Thorarchaeia_Meg22_1214_Bin_145	1	1
Thorarchaeia_Meg22_1416_Bin_184	1	1
Thorarchaeia_Meg22_1416_Bin_186	0	1
Thorarchaeia_Meg22_1618_Bin_45	1	1
Thorarchaeia_Meg22_810_Bin_118	1	1
Thorarchaeia_OWC_Bin2	1	1
Thorarchaeia_OWC_Bin3	1	1
Thorarchaeia_OWC_Bin5	1	1
Thorarchaeia_S2_bin19	0	0
Thorarchaeia_S5_bin18	1	1
Thorarchaeia_S6_bin33	1	1
Thorarchaeia_S7_bin1	0	0
Thorarchaeia_S7_bin6	0	1
Thorarchaeia_SMTZ1_45_clean	1	1
Thorarchaeia_SMTZ1_83_clean	1	1
Thorarchaeia_SMTZ_45	1	1
Thorarchaeia_WORH6	1	1
U1545B_2H_Loki	1	1
U1546D_4H_Heimdall_1	0	1
U1546D_4H_Heimdall_2	0	1
U1547B_2H_Loki	1	1
U1547B_3H_Loki	1	1
Wukongarchaeia_GCA_016840425_1_ASM1684042v1	0	0
Wukongarchaeia_GCA_016840505_1_ASM1684050v1	0	0
Wukongarchaeia_GCA_016840725_1_ASM1684072v1	0	0
